timestamp,frame_number,bicycle,car,motorcycle,bus,truck,total_vehicles,density_level,rolling_avg_5,hour_of_day,day_of_week,events
2026-04-08T16:01:43.580540,690,0,2,0,0,0,2,low,2.0,16,Wednesday,QUIET_PERIOD|DEAD_ZONE
2026-04-08T16:01:45.428612,720,0,2,0,0,0,2,low,2.0,16,Wednesday,QUIET_PERIOD|DEAD_ZONE
2026-04-08T16:01:45.976082,750,0,2,0,0,0,2,low,2.0,16,Wednesday,QUIET_PERIOD|DEAD_ZONE
2026-04-08T16:01:48.102235,780,0,2,0,0,0,2,low,2.0,16,Wednesday,QUIET_PERIOD|DEAD_ZONE
2026-04-08T16:01:48.655097,810,0,3,0,0,0,3,medium,2.2,16,Wednesday,
2026-04-08T16:01:49.209187,840,0,3,0,0,0,3,medium,2.4,16,Wednesday,
2026-04-08T16:01:49.808315,870,0,3,0,0,0,3,medium,2.6,16,Wednesday,
2026-04-08T16:01:50.896761,900,0,3,0,0,0,3,medium,2.8,16,Wednesday,
2026-04-08T16:01:51.482649,930,0,3,0,0,0,3,medium,3.0,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:01:53.344735,960,0,3,0,0,0,3,medium,3.0,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:01:53.908563,990,0,4,0,0,0,4,medium,3.2,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:01:54.463066,1020,0,5,0,0,0,5,medium,3.6,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:01:55.061581,1050,0,5,0,0,0,5,medium,4.0,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:01:56.019543,1080,0,6,0,0,0,6,medium,4.6,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:01:56.541826,1110,0,3,0,0,0,3,medium,4.6,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:01:58.264208,1140,0,3,0,0,0,3,medium,4.4,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:01:58.722377,1170,0,3,0,0,0,3,medium,4.0,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:00.451683,1200,0,4,0,0,1,5,medium,4.0,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:00.918266,1230,0,5,0,0,0,5,medium,3.8,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:02.626707,1260,0,4,0,0,0,4,medium,4.0,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:03.162687,1290,0,5,0,0,0,5,medium,4.4,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:04.949571,1320,0,5,0,0,0,5,medium,4.8,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:05.454426,1350,0,6,0,0,0,6,medium,5.0,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:07.415456,1380,0,5,0,0,3,8,medium,5.6,16,Wednesday,HEAVY_VEHICLE_PEAK|SESSION_PEAK
2026-04-08T16:02:07.891070,1410,0,6,0,0,2,8,medium,6.4,16,Wednesday,
2026-04-08T16:02:08.402125,1440,0,4,0,1,2,7,medium,6.8,16,Wednesday,HEAVY_VEHICLE_PEAK|MIXED_TRAFFIC
2026-04-08T16:02:08.887968,1470,0,7,0,0,0,7,medium,7.2,16,Wednesday,
2026-04-08T16:02:09.802464,1500,0,6,0,0,0,6,medium,7.2,16,Wednesday,
2026-04-08T16:02:10.240063,1530,0,6,0,0,0,6,medium,6.8,16,Wednesday,
2026-04-08T16:02:12.056982,1560,0,8,0,0,0,8,medium,6.8,16,Wednesday,
2026-04-08T16:02:12.573728,1590,0,9,0,0,0,9,medium,7.2,16,Wednesday,SESSION_PEAK
2026-04-08T16:02:14.421816,1620,0,10,0,0,0,10,medium,7.8,16,Wednesday,TRAFFIC_JAM|SESSION_PEAK
2026-04-08T16:02:14.861572,1650,0,8,0,0,0,8,medium,8.2,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:02:16.524669,1680,0,11,0,0,0,11,high,9.2,16,Wednesday,TRAFFIC_JAM|SESSION_PEAK
2026-04-08T16:02:17.001192,1710,0,12,0,0,0,12,high,10.0,16,Wednesday,TRAFFIC_JAM|SESSION_PEAK
2026-04-08T16:02:18.690954,1740,0,9,0,0,0,9,medium,10.0,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:02:19.202533,1770,0,7,0,0,1,8,medium,9.6,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:02:20.925285,1800,0,4,0,0,0,4,medium,8.8,16,Wednesday,
2026-04-08T16:02:21.386308,1830,0,5,0,0,1,6,medium,7.8,16,Wednesday,
2026-04-08T16:02:23.057321,1860,0,6,0,0,1,7,medium,6.8,16,Wednesday,
2026-04-08T16:02:23.547332,1890,0,7,0,0,0,7,medium,6.4,16,Wednesday,
2026-04-08T16:02:25.309345,1920,0,7,0,0,1,8,medium,6.4,16,Wednesday,
2026-04-08T16:02:25.782880,1950,0,6,0,0,0,6,medium,6.8,16,Wednesday,
2026-04-08T16:02:27.927730,1980,0,6,0,0,0,6,medium,6.8,16,Wednesday,
2026-04-08T16:02:28.399442,2010,0,5,0,0,0,5,medium,6.4,16,Wednesday,
2026-04-08T16:02:28.899296,2040,0,5,0,0,0,5,medium,6.0,16,Wednesday,
2026-04-08T16:02:29.359073,2070,0,2,0,0,1,3,medium,5.0,16,Wednesday,HEAVY_VEHICLE_PEAK|SUSTAINED_FLOW
2026-04-08T16:02:30.372235,2100,0,4,0,0,0,4,medium,4.6,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:30.860116,2130,0,7,0,0,0,7,medium,4.8,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:32.450616,2160,0,5,0,0,0,5,medium,4.8,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:32.923198,2190,0,5,0,0,0,5,medium,4.8,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:34.765656,2220,0,5,0,0,0,5,medium,5.2,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:35.227649,2250,0,5,0,0,0,5,medium,5.4,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:36.880421,2280,0,3,0,0,0,3,medium,4.6,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:37.325326,2310,0,5,0,0,0,5,medium,4.6,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:39.114694,2340,0,4,0,0,1,5,medium,4.6,16,Wednesday,SUSTAINED_FLOW
2026-04-08T16:02:39.613886,2370,0,2,0,0,2,4,medium,4.4,16,Wednesday,HEAVY_VEHICLE_PEAK|SUSTAINED_FLOW
2026-04-08T16:02:41.628932,2400,0,2,0,0,0,2,low,3.8,16,Wednesday,QUIET_PERIOD
2026-04-08T16:02:42.094374,2430,0,1,0,0,1,2,low,3.6,16,Wednesday,HEAVY_VEHICLE_PEAK|QUIET_PERIOD|DEAD_ZONE
2026-04-08T16:02:42.590056,2460,0,2,0,1,0,3,medium,3.2,16,Wednesday,HEAVY_VEHICLE_PEAK
2026-04-08T16:02:43.034819,2490,0,3,0,0,0,3,medium,2.8,16,Wednesday,
2026-04-08T16:02:43.964698,2520,0,8,1,0,0,9,medium,3.8,16,Wednesday,RUSH_HOUR_START
2026-04-08T16:02:44.431423,2550,0,6,0,0,3,9,medium,5.2,16,Wednesday,HEAVY_VEHICLE_PEAK
2026-04-08T16:02:46.227256,2580,0,5,0,0,2,7,medium,6.2,16,Wednesday,
2026-04-08T16:02:46.764287,2610,0,8,1,0,1,10,medium,7.6,16,Wednesday,MIXED_TRAFFIC
2026-04-08T16:02:48.628289,2640,0,8,0,0,2,10,medium,9.0,16,Wednesday,
2026-04-08T16:02:49.150978,2670,0,5,0,0,2,7,medium,8.6,16,Wednesday,
2026-04-08T16:02:50.713943,2700,0,6,0,0,0,6,medium,8.0,16,Wednesday,
2026-04-08T16:02:51.160745,2730,0,6,0,0,1,7,medium,8.0,16,Wednesday,
2026-04-08T16:02:53.133921,2760,0,5,0,1,2,8,medium,7.6,16,Wednesday,HEAVY_VEHICLE_PEAK|MIXED_TRAFFIC
2026-04-08T16:02:53.599188,2790,0,5,0,0,2,7,medium,7.0,16,Wednesday,
2026-04-08T16:02:54.098616,2820,0,7,0,0,2,9,medium,7.4,16,Wednesday,
2026-04-08T16:02:54.577051,2850,0,4,0,0,2,6,medium,7.4,16,Wednesday,HEAVY_VEHICLE_PEAK
2026-04-08T16:02:55.548508,2880,0,7,0,0,2,9,medium,7.8,16,Wednesday,
2026-04-08T16:02:56.004457,2910,0,6,0,0,2,8,medium,7.8,16,Wednesday,
2026-04-08T16:02:58.403146,2940,0,7,0,0,3,10,medium,8.4,16,Wednesday,TRAFFIC_JAM|HEAVY_VEHICLE_PEAK
2026-04-08T16:02:58.897810,2970,0,9,0,0,0,9,medium,8.4,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:02:59.946677,3000,0,13,1,0,1,15,high,10.2,16,Wednesday,TRAFFIC_JAM|RUSH_HOUR_START|MIXED_TRAFFIC|SESSION_PEAK
2026-04-08T16:03:00.405776,3030,0,15,0,0,0,15,high,11.4,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:14:28.038478,30,0,10,0,1,2,13,high,13.0,16,Wednesday,RUSH_HOUR_START|MIXED_TRAFFIC|SESSION_PEAK
2026-04-08T16:14:29.594359,60,0,11,0,0,1,12,high,12.5,16,Wednesday,
2026-04-08T16:14:30.540870,90,0,11,0,1,1,13,high,12.67,16,Wednesday,TRAFFIC_JAM|MIXED_TRAFFIC
2026-04-08T16:14:32.170133,120,0,10,0,1,1,12,high,12.5,16,Wednesday,TRAFFIC_JAM|MIXED_TRAFFIC
2026-04-08T16:14:33.118177,150,0,10,0,0,2,12,high,12.4,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:14:34.511063,180,0,9,0,0,2,11,high,12.0,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:14:35.463229,210,0,11,0,0,2,13,high,12.2,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:14:36.854489,240,0,9,0,0,3,12,high,12.0,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:14:37.818815,270,0,11,0,1,2,14,high,12.4,16,Wednesday,TRAFFIC_JAM|MIXED_TRAFFIC|SESSION_PEAK
2026-04-08T16:14:39.442009,300,0,10,0,1,1,12,high,12.4,16,Wednesday,TRAFFIC_JAM|MIXED_TRAFFIC
2026-04-08T16:14:40.382171,330,0,14,0,0,1,15,high,13.2,16,Wednesday,TRAFFIC_JAM|SESSION_PEAK
2026-04-08T16:14:41.787192,360,0,10,0,0,2,12,high,13.0,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:14:42.698599,390,0,13,0,0,1,14,high,13.4,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:14:44.138710,420,0,10,0,0,1,11,high,12.8,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:14:45.052730,450,0,12,0,0,1,13,high,13.0,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:14:46.457516,480,0,13,0,0,1,14,high,12.8,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:14:47.533806,510,0,12,0,0,1,13,high,13.0,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:14:48.731637,540,0,13,0,0,1,14,high,13.0,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:14:49.973324,570,0,12,0,0,1,13,high,13.4,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:14:51.229032,600,0,13,0,0,1,14,high,13.6,16,Wednesday,TRAFFIC_JAM
2026-04-08T16:14:51.997926,630,0,13,0,0,1,14,high,13.6,16,Wednesday,TRAFFIC_JAM
2026-04-14T10:35:31.266560,30,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD
2026-04-14T10:35:32.110435,60,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:32.752408,90,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:34.163076,120,0,1,0,0,0,1,low,0.25,10,Tuesday,QUIET_PERIOD|DEAD_ZONE|SESSION_PEAK
2026-04-14T10:35:34.886715,150,0,0,0,0,0,0,low,0.2,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:35.782593,180,0,1,0,0,0,1,low,0.4,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:36.401167,210,0,0,0,0,0,0,low,0.4,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:37.508900,240,0,0,0,0,0,0,low,0.4,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:38.080036,270,0,1,1,0,0,2,low,0.6,10,Tuesday,QUIET_PERIOD|DEAD_ZONE|SESSION_PEAK
2026-04-14T10:35:38.707853,300,0,0,0,0,0,0,low,0.6,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:39.292202,330,0,0,0,0,0,0,low,0.4,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:40.525404,360,0,0,0,0,0,0,low,0.4,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:41.084109,390,0,0,0,0,0,0,low,0.4,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:41.674562,420,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:42.234876,450,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:43.272255,480,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:43.783812,510,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:45.499707,540,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:46.081058,570,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:48.018980,600,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:48.598467,630,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:49.210915,660,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:49.756082,690,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:50.810955,720,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:51.385180,750,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:52.938910,780,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:53.617021,810,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:55.382992,840,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:55.904602,870,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:56.512521,900,0,1,0,0,0,1,low,0.2,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:57.104359,930,0,0,0,0,0,0,low,0.2,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:58.034032,960,0,0,0,0,0,0,low,0.2,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:35:58.632028,990,0,0,0,0,0,0,low,0.2,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:00.309987,1020,0,0,0,0,0,0,low,0.2,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:00.904215,1050,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:02.468155,1080,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:03.082070,1110,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:04.771566,1140,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:05.366542,1170,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:07.081004,1200,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:07.665257,1230,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:09.487650,1260,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:10.091777,1290,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:10.688012,1320,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:11.338524,1350,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:12.363847,1380,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:12.958861,1410,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:14.440944,1440,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:15.072297,1470,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:16.798199,1500,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:17.412166,1530,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:18.999934,1560,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:19.571411,1590,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:21.408266,1620,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:21.982680,1650,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:22.565218,1680,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:23.122691,1710,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:24.313901,1740,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:24.874154,1770,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:26.511893,1800,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:27.113621,1830,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:28.774827,1860,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:29.846543,1890,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:31.181617,1920,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:36:31.843157,1950,0,0,0,0,0,0,low,0.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:41:53.255561,30,0,2,0,0,0,2,low,2.0,10,Tuesday,QUIET_PERIOD|SESSION_PEAK
2026-04-14T10:41:53.979300,60,0,3,0,0,0,3,medium,2.5,10,Tuesday,SESSION_PEAK
2026-04-14T10:41:54.709097,90,0,2,0,0,0,2,low,2.33,10,Tuesday,QUIET_PERIOD
2026-04-14T10:41:55.304927,120,0,2,0,0,0,2,low,2.25,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:41:56.121229,150,0,2,0,0,0,2,low,2.2,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:41:56.694978,180,0,2,0,0,0,2,low,2.2,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:41:57.265141,210,0,3,0,0,0,3,medium,2.2,10,Tuesday,
2026-04-14T10:41:57.871643,240,0,3,0,0,0,3,medium,2.4,10,Tuesday,
2026-04-14T10:41:58.464691,270,0,3,0,0,0,3,medium,2.6,10,Tuesday,
2026-04-14T10:41:59.518946,300,0,5,0,0,0,5,medium,3.2,10,Tuesday,SESSION_PEAK
2026-04-14T10:42:00.193289,330,0,6,0,0,0,6,medium,4.0,10,Tuesday,SUSTAINED_FLOW|SESSION_PEAK
2026-04-14T10:42:00.854920,360,0,6,0,0,0,6,medium,4.6,10,Tuesday,SUSTAINED_FLOW
2026-04-14T10:42:01.590899,390,0,5,0,0,0,5,medium,5.0,10,Tuesday,SUSTAINED_FLOW
2026-04-14T10:42:02.392778,420,0,4,0,0,0,4,medium,5.2,10,Tuesday,SUSTAINED_FLOW
2026-04-14T10:42:03.333975,450,0,4,0,0,0,4,medium,5.0,10,Tuesday,SUSTAINED_FLOW
2026-04-14T10:42:04.004824,480,0,4,0,0,0,4,medium,4.6,10,Tuesday,SUSTAINED_FLOW
2026-04-14T10:42:04.646917,510,0,4,0,0,0,4,medium,4.2,10,Tuesday,SUSTAINED_FLOW
2026-04-14T10:42:05.320912,540,0,2,0,0,0,2,low,3.6,10,Tuesday,QUIET_PERIOD
2026-04-14T10:42:05.916932,570,0,2,0,0,0,2,low,3.2,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:42:06.859026,600,0,1,0,0,0,1,low,2.6,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:42:07.571020,630,0,2,0,0,1,3,medium,2.4,10,Tuesday,HEAVY_VEHICLE_PEAK
2026-04-14T10:42:08.202174,660,0,2,0,0,0,2,low,2.0,10,Tuesday,QUIET_PERIOD
2026-04-14T10:42:08.834831,690,0,2,0,0,0,2,low,2.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:42:09.427213,720,0,3,0,0,0,3,medium,2.2,10,Tuesday,
2026-04-14T10:42:10.213160,750,0,3,0,0,0,3,medium,2.6,10,Tuesday,
2026-04-14T10:42:10.777278,780,0,3,0,0,0,3,medium,2.6,10,Tuesday,
2026-04-14T10:42:11.429938,810,0,3,0,0,0,3,medium,2.8,10,Tuesday,
2026-04-14T10:42:12.037098,840,0,2,0,0,0,2,low,2.8,10,Tuesday,QUIET_PERIOD
2026-04-14T10:42:12.689808,870,0,3,0,0,0,3,medium,2.8,10,Tuesday,
2026-04-14T10:42:13.571286,900,0,3,0,0,0,3,medium,2.8,10,Tuesday,
2026-04-14T10:42:14.155758,930,0,2,0,0,0,2,low,2.6,10,Tuesday,QUIET_PERIOD
2026-04-14T10:42:14.817205,960,0,1,0,0,0,1,low,2.2,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:42:15.393967,990,0,1,0,0,0,1,low,2.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:42:16.029247,1020,0,1,0,0,0,1,low,1.6,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:42:18.960863,1050,0,1,0,0,0,1,low,1.2,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:42:19.519316,1080,0,2,0,0,0,2,low,1.2,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:42:20.093273,1110,0,2,0,0,0,2,low,1.4,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:42:20.686984,1140,0,2,0,0,0,2,low,1.6,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:42:21.254249,1170,0,2,0,0,0,2,low,1.8,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:42:21.880907,1200,0,2,0,0,0,2,low,2.0,10,Tuesday,QUIET_PERIOD|DEAD_ZONE
2026-04-14T10:42:22.464742,1230,0,3,0,0,0,3,medium,2.2,10,Tuesday,
2026-04-14T10:42:23.102837,1260,0,3,0,0,0,3,medium,2.4,10,Tuesday,
